Question,SFT,Base_PPO,Prima_PPO
"human: What are the symptoms of Familial hyperthyroidism due to mutations in TSH receptor ?
",What are the signs and symptoms of Familial hyperthyroidism due to mutations in TSH receptor? The Human Phenotype Ontology provides the following list of signs and symptoms for Familial hyperthyroidis,What are the signs and symptoms of Familial hyperthyroidism due to mutations in TSH receptor? The Human Phenotype Ontology provides the following list of signs and symptoms for Familial hyperthyroidis,What are the signs and symptoms of Familial hyperthyroidism due to mutations in TSH receptor? The Human Phenotype Ontology provides the following list of signs and symptoms for Familial hyperthyroidis
"human: What is (are) SHORT syndrome ?
",SHORT syndrome is a condition that affects the body's ability to function properly. SHORT syndrome is a condition that affects the body's ability to function properly. SHORT syndrome is a condition that,SHORT syndrome is a condition that affects the body's ability to function properly. SHORT syndrome is a condition that affects the body's ability to function properly. SHORT syndrome is a condition that,SHORT syndrome is a condition that affects the body's ability to function properly. It is a condition that affects the body's ability to function properly.
"human: How to prevent Ovarian Epithelial, Fallopian Tube, and Primary Peritoneal Cancer ?
","How can ovarian epithelial, Fallopian Tube, and Primary Peritoneal Cancer be prevented? The following steps are used to prevent ovarian epithelial, fallopian tub, and primary peri","How to prevent Ovarian Epithelial, Fallopian Tube, and Primary Peritoneal Cancer? The following steps are used to prevent Ovarian Epithelial, Fallopian Tube, and Primary Peritone","How can Ovarian Epithelial, Fallopian Tube, Primary Peritoneal Cancer be prevented? The following steps are used to prevent Ovarian Epithelial, Fallopian Tube, and Primary Peritone"
"human: Do you have information about Cesarean Section
",- - - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - - - - -
"human: What are the treatments for Thrombocythemia and Thrombocytosis ?
",What are the signs and symptoms of Thrombocythemia and Thrombocytosis? The Human Phenotype Ontology provides the following list of signs and symptoms for Thrombocythemia and Thr,What are the treatments for Thrombocythemia and Thrombocytosis? The Human Phenotype Ontology provides the following list of treatments for Thrombocythemia and Thrombocytos,What are the signs and symptoms of Thrombocythemia and Thrombocytosis? The Human Phenotype Ontology provides the following list of signs and symptoms for Thrombocythemia and Thr
"human: What are the symptoms of Schneckenbecken dysplasia ?
",What are the signs and symptoms of Schneckenbecken dysplasia? The Human Phenotype Ontology provides the following list of signs and symptoms for Schneckenbecken dysplasia. If the information is,What are the signs and symptoms of Schneckenbecken dysplasia? The Human Phenotype Ontology provides the following list of signs and symptoms for Schneckenbecken dysplasia. If the information is,What are the signs and symptoms of Schneckenbecken dysplasia? The Human Phenotype Ontology provides the following list of signs and symptoms for Schneckenbecken dysplasia. If the information is
"human: What are the symptoms of Vici syndrome ?
","What are the signs and symptoms of Vici syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Vici syndrome. If the information is available, the table below includes how often the symptom is","What are the signs and symptoms of Vici syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Vici syndrome. If the information is available, the table below includes how often the symptom is","What are the signs and symptoms of Vici syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Vici syndrome. If the information is available, the table below includes how often the symptom is"
"human: how can y. enterocolitica infections be diagnosed for Yersinia ?
",How can y. enterocolitica infections be diagnosed for Yersinia? The first step is to identify the cause of Yersinia. The first step is to identify the cause of Yersin,How can y. enterocolitica infections be diagnosed for Yersinia? The first step is to identify the cause of yersinia.,How can y. enterocolitica infections be diagnosed for Yersinia? Yersinia is a condition that affects the immune system.
"human: What is (are) Pyomyositis ?
",Pyomyositis is a rare disorder that affects the body's ability to function properly. It is a condition that affects the body's ability to function properly. It is a condition that affects,Pyomyositis is a condition that affects the immune system. It is a condition that affects the immune system and the immune system. It is a condition that affects the immune system. It is,Pyomyositis is a rare disorder that affects the body's ability to function properly. It is a condition that affects the body's ability to function properly. It is a condition that affects
"human: What are the treatments for beta-ureidopropionase deficiency ?
",What are the treatments for beta-ureidopropionase deficiency? The Human Phenotype Ontology provides the following list of treatments for beta-ureidopropionase de,What are the treatments for beta-ureidopropionase deficiency? The Human Phenotype Ontology provides the following list of treatments for beta-ureidopropionase de,What are the signs and symptoms of beta-ureidopropionase deficiency? The Human Phenotype Ontology provides the following list of signs and symptoms for beta-ureidopropion
"human: Is bladder cancer inherited ?
","The condition is inherited in an autosomal recessive pattern, which means that the resulting gene is inherited in an autosomal recessive pattern. The condition is inherited in an autosomal reces",Is bladder cancer inherited? The inherited gene is a gene that is inherited in an autosomal recessive condition.,"This condition is inherited in an autosomal recessive pattern, which means that the condition is inherited in an autosomal recessive pattern."
